,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1195,Crygn,Arhgef18,Trim58,H2-Ob,Palmd,Tmem123,Efcab1,Cxcl10,Il1b,Snx20,Pik3r3,Irf7,Acta2,Myh4,Egr1,Fam183b,Rarres2,Nell2,H2-Eb1,Tnfaip8
1196,Hydin,Tm4sf1,Pth2r,Rarres2,Nfatc1,Ogn,Nme5,Tnnt1,Nek2,Rasgrp4,Mgat5b,Cd72,Hcn1,Nhlh1,Tlr2,Mlip,Cdk18,Lmo4,Nfkb2,Anxa11
1197,Ribc1,Wtip,Alpk3,Ifih1,Ushbp1,Ccdc114,Nmbr,Itih2,Ngp,H2-M3,Cemip2,Bmp6,Ccl17,Tmem74bos,Syt6,Spata33,Mycbpap,Bcam,Nppc,Pstpip1
1198,Rslcan18,Fgd5,Kif27,Grm5,Ccdc114,Chn2,Sox18,Adamtsl1,Magix,Blk,St8sia5,Irf1,Crygn,Olfr273,Slc15a3,Stk36,Npas1,Acap1,Nr4a1,Synpo2
1199,Shcbp1,Atp13a5,Ak8,Pgbd5,Shisa9,Tac2,Ccdc96,Gkn3,Tnfsf9,Dennd1c,Ifih1,Daxx,Fank1,Prr33,Rac2,Slc10a4,Slc36a2,Cdh18,Kcnj9,Rec8
1200,Cass4,Fam149a,Gprc5c,Hhipl1,Ripor2,Prelp,Trpc4,Stk33,Tinagl1,H2-Aa,Atp2a3,Kcnj9,AC151602.1,Odf3,Fam149a,Itgb4,Filip1l,Ikzf1,Dgka,Slfn2
1201,Ildr1,Tctn1,Slpi,Ciita,Atp13a4,Neurl3,Ppil6,Hoxd11,Gpr139,Unc13b,H2-Ob,Fyb,Cdc20,Fcnb,Efcc1,Dnaic2,Col28a1,Col11a1,Cd53,Cd79b
1202,Gjd3,Mgat5b,Grpr,Lrmp,Arhgdib,Ptpn18,Vwa5b1,Lmod1,Il1rapl2,Socs1,Sept1,Zc3h12a,Dytn,Akr1b7,Tpm2,Ahnak2,Tnfrsf12a,Hspb6,Abcc8,Tnnc2
1203,Vcan,Kcnd3,Ces2g,Entpd3,Lrmp,Hspb8,Spata33,Nos1,Ttc29,Pbx4,Plch2,Kcnd3,Iqcd,Trbv12-2,Gimap6,Tagln,Prrt4,Eln,Mylpf,Slc22a8
1204,Lrrc74b,Six5,Cnn1,Gad1,Gbp2,Pgbd5,Tchh,Th,S100a8,Tcf7,Trbc2,Slfn2,Cd209c,Fbxo47,Ano1,Rfx2,Prodh,Car4,Kcnc2,Ikzf3
1205,Lrriq1,She,Sdc1,Synpo2,Sema3f,Lmnb1,Tnnt3,Ckmt2,Dmkn,Lcp1,Fos,Ifit3,Art1,Rhd,Map3k20,Fam216b,Nkain2,Btg1,Atp2a1,March11
1206,Mmp13,Egr1,Pln,Ccl19,Arhgap25,Cd72,Dusp1,Tnfaip8l3,Tcp11,Fcmr,Rgs9,Agbl4,Lhx6,Igkv8-30,Zfp366,Ak7,Cpne7,Slfn2,Grin2c,Acta2
1207,Cd5l,Ccdc3,Kcnh8,Nfatc1,Dcn,Gad1,Rsad2,Ccdc81,Vsig2,Anxa11,Ikzf1,Serpinf1,Pifo,Alox12b,Kcnc2,Pde4c,Lrrc10b,Arhgap29,Cnn2,Ccm2l
1208,Iqca,Plekhd1,Lrriq1,Nyap2,Isg15,Map4k1,Hcrtr1,Grp,Tctex1d4,Pold1,Zic1,Art3,Folr1,Henmt1,Prom1,Eno4,Ttn,Cfap69,Sema3f,Kcnn3
1209,Epcam,Col6a1,Dnah10,Trbv16,Adcyap1,Rnf213,Adamtsl1,Zmynd15,Cemip2,Il21r,Rab37,St8sia5,Ahsg,Kcne2,Tnfaip8,Sctr,Dnah9,Map3k20,Akain1,Irx3
1210,Armh1,Atp13a4,Muc13,Six5,Rnf213,Six5,Trh,Cnn2,Foxm1,Spib,Tac1,Tfrc,Prkag3,Fam178b,Malt1,Lrrc43,Hba-a2,Tmem123,Nrg1,Fcer2a
1211,Il12rb2,Sox18,Nppb,Tmem125,Sox11,Hspa12b,Hoxd11,Epsti1,Col19a1,Kcnq4,Elavl4,Entpd3,Grm6,Aldh3b2,Akain1,Foxq1,Otp,Tmem108,Grap,Snx20
1212,Daw1,Lcp1,Gemin4,Col5a1,Apbb1ip,Kcnd3,Cdkn1c,Ighg3,Fgd5,Ttn,Tmem41a,Eogt,Ppp1r32,Itgb1bp2,Tagln,Sco2,Ikzf3,Sema3f,Agbl4,Psmb9
1213,Stoml3,Enpp6,Uts2b,Calb1,Tpm2,Col6a2,Plekha4,Ntn5,Ccdc113,Tspan32,Ccm2l,Arhgdib,Mroh3,Slc6a12,Il16,Drc3,Rbpms,Traf3ip3,Col6a1,Bgn
1214,Matn2,Stat6,Lmntd1,Hhex,She,Dlk1,Ifit1,Bace2,Sp9,Sox9,Ighd,Plin4,Ptger1,Cpa6,Nrg1,Rsad2,Plin4,H2-Ob,Zc3hav1,Lcp2
1215,S100a2,Ptpn18,Fam183b,Ralgps2,Mafa,Col5a1,Nkx6-1,Plcxd3,Frmpd2,Lrg1,Sv2b,Cfap69,Odf3b,Wfdc8,Slfn2,Th,Itgb4,Zic1,Srrm4,Cartpt
1216,Plin1,Chn2,Cenpe,Cck,Tmem108,Nid1,Neurl1b,Zc3h12d,Pdgfrb,Acta2,Abcc8,Ppp1r18,Ch25h,Qrfprl,Bach2,Kif6,Gldn,Nkx2-2,Sema6c,Hif3a
1217,Klrb1a,Anxa11,Fbxl13,Atp13a5,Myh9,Doc2a,Syt17,Col8a2,Oas3,Tnfrsf13c,Cebpd,Tac1,Cd7,Clec4d,Rbpms,Mapk15,Arhgef1,Ciita,Cnksr3,Sigirr
1218,Ifng,Abcc8,Vmn2r57,Rbpms,Pip5kl1,Cck,Slc19a1,Ankle1,Rxfp1,Gldn,Traf3ip3,Tagln,Xirp2,Sis,Mgat5b,Nkain2,Spib,Entpd3,Serping1,Eln
1219,Tbata,Pnma3,Wif1,Nup210,Zc3hav1,Ikzf1,Ttc21a,Nr4a3,Stoml3,Tmem114,Col9a2,Dock2,Nkx2-2,Mindy4b-ps,Kcnj9,Tinagl1,Sptbn5,Synpo2,Myo7a,Lmnb1
1220,Slc4a1,Sh3bp4,Tlr11,Rnf122,Nkx2-2,H2-Q4,Fgd5,Ngfr,Rhbdl2,Cpne7,Ccn2,Tmem41a,Calcb,Slc30a2,Nr4a1,Pdyn,Dusp4,Palmd,Unc93b1,Map3k1
1221,Cnn1,Rbpms,Ifi205,Nrgn,Tbx1,Rnf122,P3h2,Lrp2,Hipk4,Sp100,Irf1,Ccm2l,Tsnaxip1,Npffr1,Hvcn1,Chodl,Lama4,Tac1,Rasgrp3,Map4k1
1222,Chrne,Pik3cd,Rsph1,Elavl4,Pgbd5,Gucy1a1,Cfap46,Nmur2,Myocd,Hs3st2,Tnnt3,Ppfibp1,Spag8,Dmrt2,Ccdc114,Oprd1,Hs3st2,Tmem41a,Slc1a5,Tlr2
1223,Nfkbid,Tnnt3,Phf19,Ebf1,Ptpn18,Elavl2,Gper1,Cfap45,Rec8,St8sia5,Thbd,Cdh18,Sema6a,Treml1,Synpr,Efcab1,Thap1,Atp13a4,Ccdc114,Zc3hav1
1224,Prima1,Ccdc88b,Eppk1,Slc6a20a,Hhipl1,Tbx1,Susd5,Hic1,Unc93b1,Col6a1,Ncf1,Lama4,BC030867,Slc17a7,Ifih1,Mybpc1,Unc5cl,Mylk,Bin2,Il4i1
1225,Clec10a,Gbp2,Fhad1,Agbl4,Irf7,Cfap69,Prrt4,Drc3,Tbx21,Calca,Agbl4,Gjb1,Mnx1,Gfy,Abcc8,Nmbr,Tbx1,Tmem125,Chn2,Tpbg
1226,Rd3,Agbl4,Clec14a,Rpgr,Nrgn,Arhgef18,Fam222a,Rgs22,Akap14,Traf3ip3,Hcls1,Sema3f,Hspa1b,Atp1b4,H2-Oa,Rassf10,Tsga10,Foxp1,Clstn2,Lck
1227,Adamts20,Grm5,Alas2,Ubxn11,Cbln1,Mgp,Cpne4,Pou4f1,Clec10a,Col5a3,Sox18,Col11a1,Prickle3,Slc6a16,Clstn2,Ccdc96,Rras2,Calb1,Rab15,Fmod
1228,Rhd,Trim14,Foxf1,Plekhd1,L1cam,Col3a1,Lrrc10b,Il2ra,Ak9,H2-Eb2,Hspa2,Ighd,E2f8,Syna,Map4k1,Efcab12,Btla,Chn2,Pdgfrb,Igfbp2
1229,Igkv8-30,Myl9,Stra6,Cnn2,Cd83,Bach2,Uts2,Ccl17,Syt15,Slc6a13,Serping1,Ift81,Trp73,Nrg1,Isg15,Vwa5b1,Il9r,Adcyap1,Zc3h12a,Zfp462
1230,Itgb1bp2,Sox11,Wdr49,Tenm2,Bcam,Traf3ip3,Lypd6,S100a7a,Gp1bb,Prune2,Plekhd1,Map4k1,Mmp3,Tdrd12,Sema6c,Obscn,Pbx4,Atp13a5,Btg1,Bbox1
1231,Fbxo47,Art3,H2-Q1,Hcn1,Fgd5,Malt1,Ttn,Lrrc74b,Slc14a2,Rasgrp1,Slc1a5,Clec2d,Epcam,Cnksr1,Rab15,Tek,Odf3b,Hhipl1,H2-M3,Icam1
1232,Styxl1,Cd52,Rnf138rt1,Ccdc141,Irf1,Bcam,Spag8,Aoc3,Rd3,Chat,Rasgrp3,Tm4sf1,Slc24a5,Trim55,Apbb1ip,Hcrtr1,Gjd2,Hcn3,Dlk1,Adgrl4
1233,Fam178b,Tmem41a,Strc,Bcam,Egr1,Tlr2,Lhfpl5,Crip1,Ankrd66,Cd72,Cdh18,Crispld2,Ccdc150,Mroh8,Hhex,Trh,Pdgfrb,Agbl4,Ccdc74a,Nxph4
1234,Henmt1,Hcls1,Casr,Arhgap25,Trim14,Egr1,Lrrc9,Hsh2d,Fibcd1,Mlip,Prelp,Atp13a5,Ms4a4d,Sh3rf2,Ighd,Hrk,Tmem41a,Plekha7,She,Ccdc74a
1235,Akr1b7,Map3k20,Lhcgr,Nos1ap,Dlk1,Nrn1,Erbb3,Ffar1,Trim34a,Trbc2,Lmnb1,Abcc8,Olfr558,Grpr,Hhipl1,Drc1,Mlip,Stk17b,Tmem108,Col25a1
1236,Tbx2,Plek,Got1l1,Lmnb1,Stk17b,Thbs2,Pcsk1,Crocc2,Cdc20,Islr,L3mbtl1,Sv2b,F10,Nrk,St8sia5,Syt17,Myl9,Tm4sf1,Lrrk1,Fli1
1237,Cd300lb,Nup210,Tac2,Pdgfrb,Nrn1,Cntnap5a,Lrguk,Foxp4,AC151602.1,Ucp2,Itga1,Sox11,Armh1,Ces2g,Nell2,Lypd1,Erbb3,Plekhd1,Slc22a8,Mef2c
1238,Samd13,Calb1,Mmp13,Ppp1r18,Plekha4,Car4,Samd5,Cdca3,Cfap157,Syt10,Ppfibp1,Dlk1,Dnah2,Serinc4,Hcls1,Tsga10,Sbspon,Foxp4,Ciita,Syt5
1239,Grasp,Lmnb1,Chrnb4,Ifit3,Agbl4,Cnksr3,Nos1ap,Iqcd,Piwil2,Npas1,Fgd5,Lrrk1,Rsph1,Syt8,Pou2f2,Ifit1,Pax5,Apobec3,Ralgps2,Atp2a1
1240,Emid1,Ccm2l,Cd5l,Map4k1,Fyb,Arhgap29,Lama5,Adap2,Nsl1,Myh2,Rnf213,Cnksr3,Cxcr3,Prok1,Fos,Ttc21a,Ushbp1,Ecel1,Dock2,Itgal
1241,Lfng,Bach2,Fam47e,Enpp6,Enpp6,Stk17b,Sbspon,Nmu,Asb14,Wnt6,Six5,Rab3b,Dynlrb2,Trpv6,Hspb6,Flvcr1,Ms4a1,Ccdc114,Rgs11,Ret
1242,Tesc,Hcn3,Aldh1a7,Isg15,Rasip1,Cxcl16,Ccn1,Fam166b,Ccl7,Bhlhe22,Clec2d,A2m,Plin5,Slpi,Cdkl1,Lrrc51,Bank1,Camsap3,Tac1,Ppp1r18
1243,Syna,Plekha7,Sytl3,Mest,Map3k20,Shisa9,Tctn1,Col6a5,Sstr4,Pcsk1,She,Doc2a,Drc3,Cdkn2a,Irf7,Mycl,Tmem114,Mafa,Samd5,Prima1
1244,Clec4d,Bcam,Rbpms,Rnf213,Cd24a,Ston1,Dnaic2,Dnase1l3,Spef1,Wdr90,Grm5,H2-Ob,Cfap52,Urah,Gimap4,Ccdc153,Tek,Ralgps2,Calb1,Ckm
1245,Pla2g4f,Entpd3,Ccl7,Col18a1,Doc2a,Hhipl1,Tnnc1,Ikzf1,Has2,Pstpip1,Ciita,Sema6a,Has2,Fxyd7,Sigirr,Erbb3,Fxyd6,Lmnb1,Cebpd,Lmo3
1246,Ntf3,Foxc1,Matn4,Tmem123,Chn2,L3mbtl1,Fbln5,Iglon5,Slc26a3,Gimap1,Entpd3,Itgb2,Slc4a1,Rab38,Mafa,Cpne4,Wtip,Rgs11,Vav1,Slc6a7
1247,Atp1b4,Myh9,Mlf1,Ccdc74a,Ston1,Lrmp,Kit,Oprd1,Ttc34,Slc5a7,Khdrbs2,Gpr37,Ighg2b,Madcam1,Traf3ip3,Cemip2,Ccm2l,Nup210,Psmb9,Ciita
1248,Dthd1,Doc2a,Klhl40,Eogt,Gucy1a1,Tfrc,Eno4,Myh9,Fsip1,Atp13a5,Mafa,Ciita,Chrne,Ush1g,Ralgps2,Mycbpap,Arhgef18,Cd72,Sv2b,Lmx1b
1249,Aire,Sema6c,Il19,Ikzf1,Nr2f2,Slc9a5,Spef2,Gjb2,Lmod2,Foxd1,Doc2a,Rasgrp3,Pdlim3,Sbk2,Atp2a3,Uts2,Hes5,Ift81,Ighd,Bach2
1250,Tlr11,Necab2,Tbata,Slc9a5,Hspb1,Plekha7,Abcc9,Cox8b,Iqub,Serpina3g,Ralgps2,Ccl19,Troap,Pdcd1lg2,Gbp2,Gper1,Hic1,Fgd5,Srgn,Sept1
1251,Ccl7,Cyth4,S100a2,Adgrl4,Cfap69,Trim14,Drc3,Cd69,Cfap52,Tnfaip8,Mfap3l,Shisa9,Myo18b,Saa1,Grm5,Lhfpl5,Rab37,Nid1,Bach2,Gimap4
1252,Actg2,Gucy1a1,Il6,Elavl2,Ubxn11,Clec2d,Sprr1a,Ccdc170,Kif6,Stk36,B4galnt4,Cables1,Clec14a,Teddm2,Tnnt3,Cd24a,Col6a3,Zic2,Sema6a,Cd19
1253,Ces2g,Rnf122,Tmprss2,Ccm2l,Bach2,Fxyd5,Otp,Dnah2,Myo18b,H2-DMb1,Calb1,Cd52,Ankle1,Gemin4,Sv2b,Ttn,Pkd2l1,Kcnd3,Pnma3,Neurl3
1254,Lrr1,Lrrk1,Ifng,Rcsd1,Igfbp2,Rasip1,Kif6,Lyz1,Troap,Arhgap36,Ccdc88b,Sox18,Slc15a3,Them5,Xaf1,Ulk4,Myh2,Dlk1,Adcyap1,Sphkap
1255,Trim55,Hhipl1,Ets1,Tcof1,Plekha7,Ralgps2,Slc18a3,Hbb-bt,Pth2r,Il9r,Ubxn11,Trbc2,Ttc29,Muc13,Nkx2-2,Myl9,Eng,Trbc2,Lama5,Lpl
1256,Nrk,Adcyap1,Mef2b,Slco1c1,Tlr2,B4galnt4,Cpne7,Foxp1,Zfp474,Il16,Adcyap1,Lmnb1,S100a8,Crabp1,Pnma3,Art3,Pcsk1,Ubxn11,Bcam,Rasip1
1257,Urah,Jak3,Tgtp1,Sox17,Col18a1,Nup210,Cacng5,Mical2,Alpk3,Bbox1,Plcb2,Rbpms,Atp8a2,Cd300lg,Rreb1,Star,Sned1,She,Tnnt3,Fam149a
1258,Cdkn2a,Nid1,Matn1,Sema3f,Col1a1,Rgs11,Tesc,Lrrc71,Ccdc39,Tagln,Hcn3,Bach2,Samd13,Cd8a,Entpd3,Sema3g,Blk,Plcb2,Gad2,Tm4sf1
1259,Sh3rf2,Dlk1,Cd7,Srgn,Mest,Grin2a,Rassf10,Ifi205,Izumo1r,Hba-a2,Plin3,Bcam,Utf1,Mroh5,Grin2c,Ano1,Igfbp6,Pip5kl1,Plin3,Clstn2
1260,Syt8,Il21r,Meig1,Mpzl1,Cck,Nfkb2,Dock6,Traf3ip2,Hsd17b1,Ms4a1,Gdpd2,Arhgap25,Arhgap33,Gfra3,Cnksr3,Mylk,Amigo2,Pik3cd,Il21r,Plin4
1261,Ifih1,Grap,Cd6,Sez6,Cnksr3,Elavl4,Chat,Trpc4,Igkv5-45,Cd40,Car4,Plekha7,Rdh1,Csrp3,Gad2,Gja4,Syt10,Irf1,Plekhd1,Nrg1
1262,Spata18,Cd83,Rassf10,Them6,Samd5,Psmb9,Mybpc1,Serpinf1,Rdh1,Dusp4,Sema6c,Pecam1,Kcng2,Trarg1,Pdlim7,Xaf1,Stat2,Doc2a,Slc15a3,Arhgef18
1263,Madcam1,Pip5kl1,Nhlh1,Kank3,Rnf122,Vav1,Ttll9,Rgs11,Kcng2,Bank1,Arhgap29,Car4,Frmpd2,Krt77,Gimap8,Sptbn5,AW551984,Tfrc,Map3k1,Gpsm3
1264,Muc13,Pik3r3,Styxl1,Trbc2,Il21r,S100a4,Calml4,S1pr4,Esam,Cxcl12,Daxx,Nrn1,Aire,Wif1,Tnfrsf12a,Otp,Prom1,Notch3,Prima1,She
1265,Sbk2,Car4,Igkv8-30,S100a4,Ccdc88b,Ubxn11,Mycbpap,Myl2,Foxf1,Dusp1,Bin2,Arhgap29,Fam129c,Grm8,Tmem125,Sprr1a,Pou2af1,Il34,Gimap8,Dock6
1266,Comp,Gpr17,Prr33,Cxcl16,Elavl2,Sema6a,Pipox,Calml4,Cenpe,Synpr,Itgb4,Plin3,H2-Q2,Mei4,She,Cfap54,Kank3,Nrgn,Tmem123,Ift81
1267,Wnt10b,Nfkb2,Fcnb,Cbln1,Vav1,Plcb2,Myh1,Fli1,Tspoap1,Myb,Shisa9,Endog,Mpp3,Slc22a6,Calb1,T2,Arhgap29,Gucy1a1,Abcb1a,Chrm2
1268,Fam124b,Zic1,Odf3,Scrt2,Itgb2,Tenm2,Acly,Kif27,Phf19,Foxq1,Pgbd5,Pip5kl1,Thbd,Tex43,Neurl3,Slc18a3,Tnnc1,Elavl2,Cdh18,Nppc
1269,Cd300lg,Shisa9,Trbv12-2,Fxyd6,L3mbtl1,Grb10,Egfl7,Lpar2,Gabre,Gimap4,Ppp1r18,Adap2,Kcnh8,Chaf1b,Ripor2,Cacng5,Rasl12,Irf7,Arhgap45,Hspb6
1270,Tnfrsf17,Gad1,Fam178b,Uba7,Pik3r3,Col9a2,Als2cl,Mak,Eppk1,Hoxd11,Tbc1d10c,Ccdc88b,Stoml3,Camp,Sept1,Pmp2,Chat,Tacc2,Ston1,Tnfrsf12a
1271,Csrp3,Slc1a5,Itgb1bp2,Map3k1,Col9a2,Arhgap25,Gjd2,B3gnt5,Myh7,Gjb2,Lrmp,Zcchc12,Slit2,Enpp3,Itgal,Cpne7,Arhgap36,Bach2,Prelp,Hpca
1272,Wif1,Eogt,Tctex1d1,Col6a1,Trbc2,Smtn,Col5a3,Cbarp,S100a9,Ifi30,Hpcal4,Nup210,Fabp4,Alas2,Doc2a,Plin3,Bbox1,Pcolce,Ezr,Hspb1
1273,Dytn,Ezr,Kif4,L3mbtl1,Limd2,Slc17a6,Cfap65,Tmem41a,Mmp25,Lrmp,Trf,Plekhd1,Ccdc74a,Grhl3,Dennd1c,Ttll9,Foxd1,Sox11,Tbc1d10c,Slc30a3
1274,Alpk3,Slco1c1,AI182371,Hdac6,Cntnap5a,Ift81,Cnksr3,Smpd4,Shox2,Kank3,Trim14,Sox17,Cfap299,F9,Gpsm3,Nos1,Bhlhe22,Thbs2,Hhipl1,H2-Q7
1275,Alas2,Cbln1,Pbk,Akna,Stat6,Ifit3,Tmem114,Sco2,Sema3g,Jak3,Dennd1c,Tbc1d10c,Myom1,Colec10,Cdh18,Dnah9,Bcam,Nrn1,Gad1,Kcnc2
1276,Camp,Xaf1,Gpr20,Plekha7,Ifit3,Enpp6,Smpd4,Btg1,Hydin,Slit3,Acta1,Arhgef18,Il2ra,Gapt,Plekha7,Kcnq4,Sell,Cntnap5a,Itga1,Ushbp1
1277,Gapt,Nrn1,Sec1,Syt13,Ezr,Apoc1,Hs3st2,Pecam1,Crygn,Il4i1,Kank3,Nrgn,Gabre,Igkv1-122,Gucy1a1,Mia,Emid1,Uba7,Syk,Slc15a3
1278,Slc22a6,Stk10,Zfp982,Trim14,Lcp1,Slc1a5,Cacna1e,Cfap299,Cfap70,Samhd1,Pip5kl1,Ecel1,Rd3,Sowahb,Lama5,Unc13b,Myh1,Tctn1,Mgat5b,Akain1
1279,Enpp3,Rasgef1b,Ttc34,Kcnj3,Jak3,Mest,Tsga10,Ms4a4a,Perp,AW551984,Camsap3,Kank3,Clec10a,Hoxa13,Tmem123,Gjd2,Osbp2,Slc9a5,Kcnd3,Rac2
1280,Clec12b,Cntnap5a,Hspb6,Camsap3,B4galnt4,Tm4sf1,Isg15,Cfap43,Mylk2,Myh1,Necab2,Malt1,Piezo1,Rassf10,Plekha4,Wdr78,Unc13b,Samd5,Grm5,Grik3
1281,Xirp1,Acta1,Daw1,Syt1,Rgs11,Abcb1a,Ulk4,Rasgrp2,Itih4,Lama4,Cck,Cdk18,Pklr,Smim38,Camsap3,Myh1,Plekhg2,Slc1a5,Rasal3,Rgs9
1282,Zpbp,A2m,Syna,Gpr17,Elavl4,Prkd2,Myh2,Ak7,Ccl22,Slc24a4,Stat6,Ptprc,Angptl1,Foxd3,Junb,AW551984,Tinagl1,Rbpms,Trbc2,Esrrg
1283,Igkv1-122,Bgn,Slc30a2,Mafa,Uba7,Ezr,Calca,Ctsh,Mybpc1,Arhgap19,Junb,Cd83,Spag6l,Foxp3,Dgka,Gipr,Kcnq4,Cnksr3,Entpd3,Syt6
1284,Cdca8,Dennd1c,Wfdc8,Tfrc,Hpcal4,Tbc1d10c,Sptbn5,Kcns3,Ttll9,Tnnc1,Col18a1,Col6a1,Gpr171,Klra2,Jak3,Calca,Ahnak2,Rab3b,Mafa,Pou2f2
1285,Prom1,Camsap3,Ttc6,Hpcal4,Eogt,Mfge8,Cmpk2,Zbbx,Ccdc121,Col9a2,Rgs11,Hdac6,Hydin,Lhcgr,Tmem108,Togaram2,Hbb-bs,Fyb,Limd2,Ifit3
1286,Chodl,Mafa,Treml1,Ripor2,Lama5,Endog,Ncmap,Cmah,Ch25h,Ushbp1,Ccdc88c,Itgb4,Espn,Knl1,Irf5,Cfap65,Acta2,Stk10,Palmd,Lat2
1287,Knl1,H2-Q7,Clec4d,B4galnt4,Ecel1,Arhgdib,Npas1,Rbpms,Nos2,Grik1,Nfkb2,Limd2,Rrm2,Osr2,Ramp2,Odf3b,Slc19a1,Gimap8,Hspg2,Hcn3
1288,Igkv4-72,Ralgps2,Atp1b4,Rgs11,Plcg2,Eogt,Syt10,Kcnj9,Rnf207,Coro1a,Gucy1a1,Tnnt3,Map3k7cl,Gmnc,Nfkb2,Hs3st2,Pnpla3,Plch2,Nup210,Cd72
1289,Casr,Irf5,Armh1,Nfkb2,Gad1,Gbp2,Arc,Apoc1,Calml4,Pou2af1,Nos1ap,Hs3st1,Piwil2,Casr,Ncf1,Degs2,Grid2ip,Sned1,Tmem41a,Prodh
1290,Osr2,B4galnt4,Hist1h1t,Pik3r3,Dgka,Pik3r3,Morc2b,Igfbp7,Dnah7b,Prph,Pecam1,Fxyd6,Bach2,Igkv4-72,Cntnap5a,Ly6a,Gucy1a1,Neurl3,Atp13a4,Plcxd3
1291,Dtl,Elavl2,Il12rb2,Slc1a5,Tenm2,Plch2,Osbp2,Acta2,Nanos3,Tmem131l,Elavl2,Notch3,Chia1,Wnt16,Cyth4,Prrt4,Pacrg,Ifi30,Fxyd6,Sv2b
1292,Hsh2d,Limd2,Magix,Cd24a,Adgrl4,Cables1,Mia,Art3,Tsnaxip1,Kcnk3,Cfap69,Mfap3l,Ccdc40,Strc,Cd72,Osbp2,Dusp1,Necab2,Cfap69,Gucy1a1
1293,Mroh3,Nyap2,Pik3cd,Bst2,Rreb1,Apbb1ip,Cfap44,Wdr49,Hist1h2ae,Slfn5,Zcchc12,Slc17a6,Tmem232,Cdkn3,Mfge8,Cfap44,Iqgap1,Hspb1,Tctn1,Hhex
1294,Il15,Pgbd5,Pcsk4,Arhgef18,Cd52,Necab2,Dnah9,Cxcl13,Stat6,Stat6,Tbx1,Acvrl1,Tgm1,Ltf,Arhgef18,Lrrc10b,Foxq1,Shisa9,Irf7,Eogt
1295,Col8a2,Mfap3l,Lpar2,Itgb4,Hdac6,Ccdc88c,Rasip1,Cr2,Tmem40,Otud7a,Jak3,Mafa,H2-M2,Cd163l1,Swap70,Myh2,Cmpk2,Pgbd5,Ccm2l,Cnksr3
1296,Hspa1a,Irf8,Nrk,Psmb9,Trac,Mfap3l,Arhgap36,Clec9a,Cox6a2,Bach2,Ctsh,Cck,Cfap57,Slc27a3,Rab37,Isg15,Tctn1,Sox18,Ubxn11,Fam107b
1297,Wdr38,Nos1ap,Cdkn2a,Erc2,Tm4sf1,Notch3,Grb10,Spata17,Nms,Pnpla3,Bach2,Samd5,Cd109,Nccrp1,Atp13a4,Myh11,Gpc3,L3mbtl1,Sema3b,Synpr
1298,Cdkn3,Col18a1,Trim55,Khdrbs2,Car4,Tctn1,Crispld2,Ttc25,Cfap206,Lsp1,Stk10,B4galnt4,Cxcl13,Aldh1a7,Foxp4,Kcnj14,Pou4f1,Gad1,Stk10,Srrm4
1299,Slc27a3,Ubxn11,Actg2,Pcolce,Slc17a6,Zcchc12,Kcnj14,Jph2,Tagap,Rnf207,Sema6a,Rgs11,Cfap47,Ccl1,Cd24a,Pcsk1,Nup210,Hspa12b,Mylk,Kcnj9
1300,Il27,Ccdc39,Syt8,Acvrl1,Card9,Jak3,Spp1,Myh4,Dnah1,Grid2ip,Sema3f,Gimap8,Th,Ccr4,Adcyap1,Fam222a,Oprm1,Trim14,Atp13a5,H2-Oa
1301,Trbv13-1,Ccdc88c,Urah,Plcb2,Necab2,Samd5,Hspb6,Rcsd1,Olfr78,Zfp366,Adap2,Stk10,Lrrc9,Cfd,Slc17a6,Inhba,She,L1cam,Fyb,Nrn1
1302,Ccr4,Samd5,Lrr1,Tlr2,Camsap3,Col4a1,Gipr,Pcsk1,Ckmt2,Pmp2,Flvcr1,Ston1,Mlf1,Trbv13-1,Baiap2,Tnnc1,Ddn,Prr16,Hcn3,Abcb1a
1303,Ltf,Tagln2,Slc26a7,Mfap3l,Nyap2,Rab3b,Grid2ip,Nrip2,Tmprss5,Glycam1,Malt1,Lama5,Ccdc170,Dapl1,Hcn3,Syt10,Fabp3,Rasip1,Cd83,Irf7
1304,Ctse,Serping1,Sh3rf2,Irf1,Notch3,Lama5,Wnk4,Nudt17,Fam222a,Arhgap29,Lcp1,Bst2,Ttc34,Synpr,Enpp6,Npas1,Col1a1,Cck,Egr1,Rreb1
1305,Ccl1,Col9a2,Tctex1d4,Grin2a,Nos1ap,Cbln1,Pmp2,Pik3ap1,Ccdc96,Mb,Egr1,Pgbd5,Fsip1,Cd209c,Agbl4,Sh3bp4,Mb,Rnf122,Sox11,Cdkl1
1306,Aldh1a7,Itgb2,Vsig2,Gpr37,Prr16,Plcg2,Gpc3,Slc6a12,Il2rb,Itga4,Prune2,Elavl2,Ngp,Mef2b,L1cam,Cldn5,Slit3,B4galnt4,Ncf1,Tap2
1307,Nek2,Lama5,Lrrc43,Car4,Rasgef1b,L1cam,Zfp488,Ubash3a,Ighg3,Pou4f1,Nrn1,L1cam,Isl1,Wnt2b,Ccm2l,Rasl12,Itga1,Irf5,Nrn1,Rab15
1308,Il1b,Slc9a5,Syt10,Cacna1h,Tac2,Ecel1,Zfp366,Sphkap,Smim5,Hbb-bs,Thbs2,Ubxn11,Vwa5b1,Kcnh4,Plekhd1,Lama5,Snx2,Elavl4,Tyrobp,Lingo4
